1158685,0,0,0,0,-3,-5
1158687,0,0,0,0,-3,-5
1158689,0,0,0,0,-3,-5
1158691,0,0,0,0,-3,-5
1158694,0,0,0,0,-3,-5
1158696,0,0,0,0,-3,-5
1158699,0,0,0,0,-3,-5
1158701,0,0,0,0,-3,-5
1158703,0,0,0,0,-3,-5
1158706,0,0,0,0,-3,-5
1158708,0,0,0,0,-3,-5
1158710,0,0,0,0,-3,-5
1158712,0,0,0,0,-3,-5
1158714,0,0,0,0,-3,-5
1158717,0,0,0,0,-3,-5
1158719,0,0,0,0,-3,-5
1158721,0,0,0,0,-3,-5
1158723,0,0,0,0,-3,-5
1158725,0,0,0,0,-3,-5
1158728,0,0,0,0,-3,-5
1158730,0,0,0,0,-3,-5
1158732,0,0,0,0,-3,-5
1158734,0,0,0,0,-3,-5
1158736,0,0,0,0,-3,-5
1158739,0,0,0,0,-3,-5
1158742,0,0,0,0,-3,-5
1158744,0,0,0,0,-3,-5
1158746,0,0,0,0,-3,-5
1158748,0,0,0,0,-3,-5
1158751,0,0,0,0,-3,-5
1158753,0,0,0,0,-3,-5
1158755,0,0,0,0,-3,-5
1158757,0,0,0,0,-3,-5
1158759,0,0,0,0,-3,-5
1158762,0,0,0,0,-3,-5
1158764,0,0,0,0,-3,-5
1158766,0,0,0,0,-3,-5
1158768,0,0,0,0,-3,-5
1158770,0,0,0,0,-3,-5
1158773,0,0,0,0,-3,-5
1158775,0,0,0,0,-3,-5
1158777,0,0,0,0,-3,-5
1158779,0,0,0,0,-3,-5
1158781,0,0,0,0,-3,-5
1158785,0,0,0,0,-3,-5
1158787,0,0,0,0,-3,-5
1158789,0,0,0,0,-3,-5
1158791,0,0,0,0,-3,-5
1158793,0,0,0,0,-3,-5
1158795,0,0,0,0,-3,-5
1158798,0,0,0,0,-3,-5
1158800,0,0,0,0,-3,-5
1158802,0,0,0,0,-3,-5
1158804,0,0,0,0,-3,-5
1158806,0,0,0,0,-3,-5
1158809,0,0,0,0,-3,-5
1158811,0,0,0,0,-3,-5
1158813,0,0,0,0,-3,-5
1158815,0,0,0,0,-3,-5
1158817,0,0,0,0,-3,-5
1158820,0,0,0,0,-3,-5
1158822,0,0,0,0,-3,-5
1158824,0,0,0,0,-3,-5
1158827,0,0,0,0,-3,-5
1158829,0,0,0,0,-3,-5
1158832,0,0,0,0,-3,-5
1158834,0,0,0,0,-3,-5
1158836,0,0,0,0,-3,-5
1158838,0,0,0,0,-3,-5
1158840,0,0,0,0,-3,-5
1158843,0,0,0,0,-3,-5
1158845,0,0,0,0,-3,-5
1158847,0,0,0,0,-3,-5
1158849,0,0,0,0,-3,-5
1158851,0,0,0,0,-3,-5
1158854,0,0,0,0,-3,-5
1158856,0,0,0,0,-3,-5
1158858,0,0,0,0,-3,-5
1158860,0,0,0,0,-3,-5
1158862,0,0,0,0,-3,-5
1158865,0,0,0,0,-3,-5
1158867,0,0,0,0,-3,-5
1158870,0,0,0,0,-3,-5
1158872,0,0,0,0,-3,-5
1158874,0,0,0,0,-3,-5
1158877,0,0,0,0,-3,-5
1158879,0,0,0,0,-3,-5
1158881,0,0,0,0,-3,-5
1158883,0,0,0,0,-3,-5
1158885,0,0,0,0,-3,-5
1158888,0,0,0,0,-3,-5
1158890,0,0,0,0,-3,-5
1158892,0,0,0,0,-3,-5
1158894,0,0,0,0,-3,-5
1158896,0,0,0,0,-3,-5
1158899,0,0,0,0,-3,-5
1158901,0,0,0,0,-3,-5
1158903,0,0,0,0,-3,-5
1158905,0,0,0,0,-3,-5
1158907,0,0,0,0,-3,-5
1158910,0,0,0,0,-3,-5
1158913,0,0,0,0,-3,-5
