   1130673,  -0.89887339,   0.18372357,   0.34490025
   1130675,  -0.89887339,   0.17743909,   0.35100961
   1130677,  -0.89887339,   0.17743909,   0.35711884
   1130679,  -0.89887339,   0.17743909,   0.36322820
   1130681,  -0.90485013,   0.17115474,   0.36933744
   1130684,  -0.90485013,   0.16487038,   0.37544680
   1130686,  -0.91082692,   0.15858603,   0.37544680
   1130688,  -0.90485013,   0.15230167,   0.38155603
   1130690,  -0.89887339,   0.14601731,   0.38766539
   1130692,  -0.89887339,   0.13973296,   0.39377463
   1130695,  -0.89289665,   0.13973296,   0.39377463
   1130697,  -0.89887339,   0.13344860,   0.39988399
   1130699,  -0.89887339,   0.13344860,   0.39988399
   1130701,  -0.89289665,   0.12716424,   0.40599322
   1130703,  -0.89289665,   0.12087989,   0.40599322
   1130706,  -0.89887339,   0.11459541,   0.39988399
   1130708,  -0.90485013,   0.10831106,   0.39988399
   1130711,  -0.91082692,   0.10202670,   0.39377463
   1130713,  -0.91680366,   0.10202670,   0.38155603
   1130715,  -0.92875713,   0.10202670,   0.36933744
   1130718,  -0.93473387,   0.10202670,   0.36322820
   1130720,  -0.94071066,   0.09574234,   0.36322820
   1130722,  -0.94668740,   0.09574234,   0.35711884
   1130724,  -0.95266414,   0.10202670,   0.35100961
   1130726,  -0.95864087,   0.09574234,   0.35100961
   1130729,  -0.96461767,   0.09574234,   0.33879101
   1130731,  -0.97059441,   0.08945799,   0.33879101
   1130733,  -0.97657114,   0.08317363,   0.33879101
   1130735,  -0.98852468,   0.08317363,   0.33879101
   1130737,  -0.99450141,   0.08317363,   0.34490025
   1130740,  -0.99450141,   0.08317363,   0.33879101
   1130742,  -1.00047815,   0.07688928,   0.33879101
   1130744,  -1.00645494,   0.07688928,   0.33879101
   1130746,  -1.00645494,   0.07060492,   0.34490025
   1130748,  -1.01243162,   0.06432056,   0.33268166
   1130752,  -1.01243162,   0.05803621,   0.33268166
   1130754,  -1.00047815,   0.05803621,   0.33879101
   1130756,  -1.00047815,   0.05803621,   0.33879101
   1130758,  -1.00047815,   0.05175173,   0.33268166
   1130761,  -0.99450141,   0.05175173,   0.33879101
   1130763,  -0.99450141,   0.05175173,   0.33268166
   1130765,  -0.98852468,   0.04546738,   0.33268166
   1130767,  -0.98254788,   0.03918302,   0.32657242
   1130769,  -0.97059441,   0.04546738,   0.32657242
   1130772,  -0.95864087,   0.04546738,   0.33268166
   1130774,  -0.95266414,   0.05175173,   0.33268166
   1130776,  -0.94668740,   0.05175173,   0.33268166
   1130778,  -0.93473387,   0.04546738,   0.33268166
   1130780,  -0.92278039,   0.05175173,   0.33268166
   1130782,  -0.91680366,   0.05175173,   0.33268166
   1130785,  -0.90485013,   0.05175173,   0.32657242
   1130787,  -0.89887339,   0.05175173,   0.32657242
   1130789,  -0.89887339,   0.05175173,   0.33268166
   1130791,  -0.89289665,   0.05175173,   0.32657242
   1130793,  -0.88094312,   0.05175173,   0.32657242
