   6913923,   0.04246330,   0.05803072,   1.05769110
   6913925,   0.04246330,   0.05803072,   1.06372571
   6913928,   0.04849505,   0.05803072,   1.06976032
   6913930,   0.04246330,   0.05193186,   1.06976032
   6913932,   0.04849505,   0.05193186,   1.06372571
   6913935,   0.04246330,   0.05193186,   1.06976032
   6913937,   0.04246330,   0.05193186,   1.06976032
   6913939,   0.04849505,   0.05803072,   1.06372571
   6913941,   0.04246330,   0.05193186,   1.06372571
   6913944,   0.04246330,   0.05193186,   1.05769110
   6913946,   0.04246330,   0.05803072,   1.06372571
   6913948,   0.04849505,   0.05803072,   1.06976032
   6913951,   0.04849505,   0.05803072,   1.06372571
   6913953,   0.04849505,   0.05803072,   1.06976032
   6913955,   0.04849505,   0.05803072,   1.06976032
   6913958,   0.04849505,   0.05193186,   1.06976032
   6913960,   0.04246330,   0.05193186,   1.07579517
   6913963,   0.04849505,   0.05803072,   1.06372571
   6913965,   0.04849505,   0.05803072,   1.06372571
   6913968,   0.04849505,   0.05193186,   1.06372571
   6913970,   0.04246330,   0.05193186,   1.06372571
   6913972,   0.04246330,   0.05193186,   1.06372571
   6913975,   0.04246330,   0.04583299,   1.05769110
   6913977,   0.04849505,   0.05193186,   1.07579517
   6913979,   0.04246330,   0.04583299,   1.06372571
   6913981,   0.04849505,   0.05193186,   1.07579517
   6913984,   0.04246330,   0.05193186,   1.06372571
   6913986,   0.04246330,   0.05803072,   1.07579517
   6913988,   0.03643155,   0.05803072,   1.06372571
   6913991,   0.03643155,   0.05803072,   1.06372571
   6913993,   0.03643155,   0.05803072,   1.04562187
   6913995,   0.04246330,   0.05193186,   1.05769110
   6913998,   0.04246330,   0.05803072,   1.05769110
   6914000,   0.04849505,   0.05803072,   1.06976032
   6914002,   0.05452681,   0.05803072,   1.06976032
   6914004,   0.04849505,   0.05803072,   1.06976032
   6914008,   0.04246330,   0.05193186,   1.06976032
   6914010,   0.04246330,   0.04583299,   1.06976032
   6914012,   0.04246330,   0.05193186,   1.06372571
   6914015,   0.04246330,   0.05193186,   1.06372571
   6914017,   0.04246330,   0.05193186,   1.05769110
   6914019,   0.04246330,   0.05193186,   1.06372571
   6914022,   0.04246330,   0.05803072,   1.05769110
   6914024,   0.04246330,   0.05803072,   1.05769110
   6914026,   0.04246330,   0.05193186,   1.05769110
   6914028,   0.04246330,   0.05193186,   1.05165648
   6914031,   0.04246330,   0.05193186,   1.05769110
   6914033,   0.04246330,   0.05193186,   1.05165648
   6914035,   0.04849505,   0.05193186,   1.06372571
   6914038,   0.04246330,   0.05193186,   1.05769110
   6914040,   0.03643155,   0.05193186,   1.06976032
   6914042,   0.03643155,   0.06412959,   1.06976032
   6914044,   0.03643155,   0.05803072,   1.06372571
   6914048,   0.04246330,   0.05803072,   1.05769110
   6914050,   0.04246330,   0.06412959,   1.06372571
   6914052,   0.04246330,   0.05803072,   1.05165648
   6914055,   0.04246330,   0.05193186,   1.06372571
   6914057,   0.03643155,   0.05193186,   1.06372571
   6914059,   0.04246330,   0.05193186,   1.06372571
   6914062,   0.03643155,   0.04583299,   1.06372571
   6914064,   0.04246330,   0.05193186,   1.06372571
   6914066,   0.03643155,   0.04583299,   1.05769110
   6914068,   0.04246330,   0.05193186,   1.06372571
   6914071,   0.04246330,   0.05193186,   1.06372571
   6914073,   0.04246330,   0.05193186,   1.06372571
   6914075,   0.03643155,   0.05193186,   1.06372571
   6914078,   0.04246330,   0.05803072,   1.06372571
