You entered a buffer length of 100
0.018876,0.018211,0.999697,0.000189,0.000184,0.009999,0.018876,0.000000,0.018211,0.000000,0.999697,0.000000
0.012995,0.024395,0.999697,0.000419,0.000430,0.019998,0.018876,0.000000,0.024395,0.000000,0.999697,0.000000
0.012995,0.018211,0.999697,0.000649,0.000615,0.029997,0.018876,0.000000,0.024395,0.000000,0.999697,0.000000
0.018876,0.012027,0.999697,0.000937,0.000738,0.039995,0.018876,0.000000,0.024395,0.000000,0.999697,0.000000
0.018876,0.012027,0.999697,0.001226,0.000861,0.049993,0.018876,0.000000,0.024395,0.000000,0.999697,0.000000
0.012995,0.018211,0.999697,0.001456,0.001045,0.059992,0.018876,0.000000,0.024395,0.000000,0.999697,0.000000
0.018876,0.012027,1.005748,0.001745,0.001169,0.070051,0.018876,0.000000,0.024395,0.000000,1.005748,0.000000
0.012995,0.018211,1.005748,0.001975,0.001353,0.080110,0.018876,0.000000,0.024395,0.000000,1.005748,0.000000
0.018876,0.018211,1.005748,0.002265,0.001538,0.090170,0.018876,0.000000,0.024395,0.000000,1.005748,0.000000
0.018876,0.012027,1.005748,0.002554,0.001661,0.100228,0.018876,0.000000,0.024395,0.000000,1.005748,0.000000
0.018876,0.018211,0.999697,0.002843,0.001846,0.110227,0.018876,0.000000,0.024395,0.000000,1.005748,0.000000
0.018876,0.018211,0.999697,0.003132,0.002031,0.120226,0.018876,0.000000,0.024395,0.000000,1.005748,0.000000
0.018876,0.018211,1.005748,0.003421,0.002216,0.130285,0.018876,0.000000,0.024395,0.000000,1.005748,0.000000
0.018876,0.018211,0.999697,0.003710,0.002401,0.140284,0.018876,0.000000,0.024395,0.000000,1.005748,0.000000
0.018876,0.012027,0.999697,0.003999,0.002524,0.150282,0.018876,0.000000,0.024395,0.000000,1.005748,0.000000
0.018876,0.012027,0.999697,0.004288,0.002647,0.160281,0.018876,0.000000,0.024395,0.000000,1.005748,0.000000
0.012995,0.012027,0.999697,0.004518,0.002770,0.170279,0.018876,0.000000,0.024395,0.000000,1.005748,0.000000
0.018876,0.018211,0.999697,0.004806,0.002955,0.180278,0.018876,0.000000,0.024395,0.000000,1.005748,0.000000
0.018876,0.012027,0.999697,0.005095,0.003078,0.190276,0.018876,0.000000,0.024395,0.000000,1.005748,0.000000
0.018876,0.012027,0.993646,0.005384,0.003201,0.200214,0.018876,0.000000,0.024395,0.000000,1.005748,0.000000
