You entered a buffer length of 100
-0.100309,0.308864, Max:1.809199, Min:-0.989011
-0.106314,0.304497, Max:1.809199, Min:-0.989011
-0.094304,0.300730, Max:1.809199, Min:-0.989011
-0.046267,0.297450, Max:1.809199, Min:-0.989011
0.001771,0.294175, Max:1.809199, Min:-0.989011
0.049809,0.291079, Max:1.809199, Min:-0.989011
0.109857,0.287746, Max:1.809199, Min:-0.989011
0.121866,0.283629, Max:1.809199, Min:-0.989011
0.127871,0.279565, Max:1.809199, Min:-0.989011
0.127871,0.275141, Max:1.809199, Min:-0.989011
0.121866,0.270893, Max:1.809199, Min:-0.989011
0.127871,0.266828, Max:1.809199, Min:-0.989011
0.133876,0.262644, Max:1.809199, Min:-0.989011
0.127871,0.258158, Max:1.809199, Min:-0.989011
0.109857,0.253610, Max:1.809199, Min:-0.989011
0.097847,0.249181, Max:1.809199, Min:-0.989011
0.103852,0.245354, Max:1.809199, Min:-0.989011
0.127871,0.241352, Max:1.809199, Min:-0.989011
0.139881,0.237289, Max:1.809199, Min:-0.989011
0.133876,0.232865, Max:1.809199, Min:-0.989011
0.121866,0.228197, Max:1.809199, Min:-0.989011
0.079833,0.222986, Max:1.809199, Min:-0.989011
0.001771,0.216990, Max:1.809199, Min:-0.989011
-0.106314,0.210384, Max:1.809199, Min:-0.989011
-0.214399,0.204254, Max:1.809199, Min:-0.989011
-0.298466,0.198308, Max:1.809199, Min:-0.989011
-0.382532,0.192484, Max:1.809199, Min:-0.989011
-0.442580,0.187441, Max:1.809199, Min:-0.989011
-0.412556,0.184088, Max:1.809199, Min:-0.989011
-0.304471,0.182434, Max:1.809199, Min:-0.989011
-0.130333,0.181877, Max:1.809199, Min:-0.989011
0.103852,0.182472, Max:1.809199, Min:-0.989011
0.314018,0.181997, Max:1.809199, Min:-0.989011
0.428108,0.179831, Max:1.809199, Min:-0.989011
0.488156,0.176326, Max:1.809199, Min:-0.989011
0.488156,0.172268, Max:1.809199, Min:-0.989011
0.500165,0.168084, Max:1.809199, Min:-0.989011
0.494160,0.163599, Max:1.809199, Min:-0.989011
0.452127,0.158270, Max:1.809199, Min:-0.989011
0.362056,0.152092, Max:1.809199, Min:-0.989011
0.247966,0.145365, Max:1.809199, Min:-0.989011
0.061819,0.136590, Max:1.809199, Min:-0.989011
-0.238418,0.126655, Max:1.809199, Min:-0.989011
-0.436575,0.119050, Max:1.809199, Min:-0.989011
-0.514637,0.113569, Max:1.809199, Min:-0.989011
-0.532651,0.109011, Max:1.809199, Min:-0.989011
-0.538656,0.104582, Max:1.809199, Min:-0.989011
-0.556670,0.099974, Max:1.809199, Min:-0.989011
-0.568679,0.095544, Max:1.809199, Min:-0.989011
-0.568679,0.091477, Max:1.809199, Min:-0.989011
-0.532651,0.088074, Max:1.809199, Min:-0.989011
-0.478608,0.084977, Max:1.809199, Min:-0.989011
-0.412556,0.082184, Max:1.809199, Min:-0.989011
-0.328489,0.079754, Max:1.809199, Min:-0.989011
-0.226409,0.077628, Max:1.809199, Min:-0.989011
-0.130333,0.075265, Max:1.809199, Min:-0.989011
-0.064281,0.072059, Max:1.809199, Min:-0.989011
-0.022248,0.068664, Max:1.809199, Min:-0.989011
0.025790,0.065388, Max:1.809199, Min:-0.989011
0.091843,0.062473, Max:1.809199, Min:-0.989011
0.145885,0.059381, Max:1.809199, Min:-0.989011
0.211937,0.056468, Max:1.809199, Min:-0.989011
0.271985,0.053316, Max:1.809199, Min:-0.989011
0.344042,0.050883, Max:1.809199, Min:-0.989011
0.446122,0.048697, Max:1.809199, Min:-0.989011
0.548203,0.046453, Max:1.809199, Min:-0.989011
0.602246,0.043428, Max:1.809199, Min:-0.989011
0.692317,0.040636, Max:1.809199, Min:-0.989011
