You entered a buffer length of 20
2.213192,0.227448, Max:2.249205, Min:-1.760158
2.213192,0.435657, Max:2.249205, Min:-1.760158
2.075145,0.623727, Max:2.249205, Min:-1.760158
1.757037,0.801188, Max:2.249205, Min:-1.760158
1.480943,0.981419, Max:2.249205, Min:-1.760158
1.228858,1.164790, Max:2.249205, Min:-1.760158
1.012784,1.352219, Max:2.249205, Min:-1.760158
0.826721,1.541652, Max:2.249205, Min:-1.760158
0.634656,1.729084, Max:2.249205, Min:-1.760158
0.442590,1.921218, Max:2.249205, Min:-1.760158
0.292539,2.112986, Max:2.249205, Min:-1.760158
0.124482,2.214406, Max:2.249205, Min:-1.760158
-0.103595,2.092234, Max:2.249205, Min:-1.760158
-0.175620,1.956181, Max:2.249205, Min:-1.760158
-0.307665,1.817333, Max:2.249205, Min:-1.760158
-0.427705,1.677446, Max:2.249205, Min:-1.760158
-0.625773,1.529404, Max:2.249205, Min:-1.760158
-0.835844,1.383054, Max:2.249205, Min:-1.760158
-1.051918,1.231988, Max:2.249205, Min:-1.760158
-1.340016,1.075584, Max:2.249205, Min:-1.760158
-1.616109,0.925215, Max:2.249205, Min:-1.760158
-1.718144,0.790154, Max:2.249205, Min:-1.760158
-1.754156,0.661259, Max:2.249205, Min:-1.760158
-1.760158,0.535074, Max:2.249205, Min:-1.760158
-1.760158,0.409324, Max:2.249205, Min:-1.760158
-1.760158,0.283596, Max:2.249205, Min:-1.760158
-1.760158,0.157869, Max:2.249205, Min:-1.760158
-1.760158,0.032142, Max:2.249205, Min:-1.760158
-1.760158,-0.093585, Max:2.249205, Min:-1.760158
-1.760158,-0.219312, Max:2.249205, Min:-1.760158
-1.760158,-0.345039, Max:2.249205, Min:-1.760158
-1.760158,-0.272099, Max:2.249205, Min:-1.760158
-1.760158,-0.347678, Max:2.249205, Min:-1.760158
-1.760158,-0.430684, Max:2.249205, Min:-1.760158
-1.760158,-0.514062, Max:2.249205, Min:-1.760158
-1.760158,-0.596557, Max:2.249205, Min:-1.760158
-1.700138,-0.671506, Max:2.249205, Min:-1.760158
-1.550087,-0.737975, Max:2.249205, Min:-1.760158
-1.340016,-0.798017, Max:2.249205, Min:-1.760158
-1.063922,-0.849636, Max:2.249205, Min:-1.760158
-0.619771,-0.881027, Max:2.249205, Min:-1.760158
0.070464,-0.884397, Max:2.249205, Min:-1.760158
1.126823,-0.856056, Max:2.249205, Min:-1.760158
1.919092,-0.873245, Max:2.249205, Min:-1.760158
2.135166,-0.937126, Max:2.249205, Min:-1.760158
2.189184,-1.015346, Max:2.249205, Min:-1.760158
2.207190,-1.096983, Max:2.249205, Min:-1.760158
2.213192,-1.179992, Max:2.249205, Min:-1.760158
2.213192,-1.262169, Max:2.249205, Min:-1.760158
2.213192,-1.346405, Max:2.249205, Min:-1.760158
2.213192,-1.430144, Max:2.249205, Min:-1.760158
2.213192,-1.632998, Max:2.249205, Min:-1.760158
2.213192,-1.444473, Max:2.249205, Min:-1.760158
2.213192,-1.236379, Max:2.249205, Min:-1.760158
2.213192,-1.027307, Max:2.249205, Min:-1.760158
2.213192,-0.819387, Max:2.249205, Min:-1.760158
2.213192,-0.610923, Max:2.249205, Min:-1.760158
2.045135,-0.425240, Max:2.249205, Min:-1.760158
1.721025,-0.248499, Max:2.249205, Min:-1.760158
1.414921,-0.068904, Max:2.249205, Min:-1.760158
1.222856,0.118936, Max:2.249205, Min:-1.760158
1.018786,0.306289, Max:2.249205, Min:-1.760158
0.808715,0.493617, Max:2.249205, Min:-1.760158
0.634656,0.685745, Max:2.249205, Min:-1.760158
0.496609,0.879615, Max:2.249205, Min:-1.760158
0.346558,1.072670, Max:2.249205, Min:-1.760158
0.160495,1.263885, Max:2.249205, Min:-1.760158
0.034452,1.459209, Max:2.249205, Min:-1.760158
-0.091591,1.655638, Max:2.249205, Min:-1.760158
-0.205630,1.852423, Max:2.249205, Min:-1.760158
-0.331673,2.048026, Max:2.249205, Min:-1.760158
-0.463718,2.181748, Max:2.249205, Min:-1.760158
-0.661785,2.034782, Max:2.249205, Min:-1.760158
-0.733809,1.869280, Max:2.249205, Min:-1.760158
-0.895865,1.695348, Max:2.249205, Min:-1.760158
-1.135946,1.514093, Max:2.249205, Min:-1.760158
-1.448052,1.326470, Max:2.249205, Min:-1.760158
-1.670128,1.152333, Max:2.249205, Min:-1.760158
-1.736150,0.991174, Max:2.249205, Min:-1.760158
-1.760158,0.833965, Max:2.249205, Min:-1.760158
-1.760158,0.678755, Max:2.249205, Min:-1.760158
-1.760158,0.523644, Max:2.249205, Min:-1.760158
-1.760158,0.368539, Max:2.249205, Min:-1.760158
-1.760158,0.213433, Max:2.249205, Min:-1.760158
-1.760158,0.058328, Max:2.249205, Min:-1.760158
-1.760158,-0.096778, Max:2.249205, Min:-1.760158
-1.760158,-0.251883, Max:2.249205, Min:-1.760158
-1.760158,-0.406988, Max:2.249205, Min:-1.760158
-1.760158,-0.562094, Max:2.249205, Min:-1.760158
-1.760158,-0.717199, Max:2.249205, Min:-1.760158
-1.760158,-0.872304, Max:2.249205, Min:-1.760158
-1.760158,-0.828742, Max:2.249205, Min:-1.760158
-1.574095,-0.859275, Max:2.249205, Min:-1.760158
-1.448052,-0.876707, Max:2.249205, Min:-1.760158
-1.153952,-0.882681, Max:2.249205, Min:-1.760158
-0.751816,-0.874876, Max:2.249205, Min:-1.760158
-0.235640,-0.853779, Max:2.249205, Min:-1.760158
0.502611,-0.806509, Max:2.249205, Min:-1.760158
1.492948,-0.747426, Max:2.249205, Min:-1.760158
2.033131,-0.739970, Max:2.249205, Min:-1.760158
2.165176,-0.765406, Max:2.249205, Min:-1.760158
2.201188,-0.800589, Max:2.249205, Min:-1.760158
2.213192,-0.836260, Max:2.249205, Min:-1.760158
2.213192,-0.873756, Max:2.249205, Min:-1.760158
2.213192,-0.911343, Max:2.249205, Min:-1.760158
2.213192,-0.948934, Max:2.249205, Min:-1.760158
2.219194,-0.986226, Max:2.249205, Min:-1.760158
2.213192,-1.024103, Max:2.249205, Min:-1.760158
2.213192,-1.061709, Max:2.249205, Min:-1.760158
2.213192,-1.099301, Max:2.249205, Min:-1.760158
2.213192,-1.136893, Max:2.249205, Min:-1.760158
2.213192,-1.321835, Max:2.249205, Min:-1.760158
2.219194,-1.147419, Max:2.249205, Min:-1.760158
2.213192,-0.958037, Max:2.249205, Min:-1.760158
2.075145,-0.783512, Max:2.249205, Min:-1.760158
1.829062,-0.616932, Max:2.249205, Min:-1.760158
1.570974,-0.451650, Max:2.249205, Min:-1.760158
1.300882,-0.287032, Max:2.249205, Min:-1.760158
1.036793,-0.121848, Max:2.249205, Min:-1.760158
0.802713,0.046365, Max:2.249205, Min:-1.760158
0.586640,0.217731, Max:2.249205, Min:-1.760158
0.376568,0.386554, Max:2.249205, Min:-1.760158
0.172499,0.559451, Max:2.249205, Min:-1.760158
-0.001561,0.733152, Max:2.249205, Min:-1.760158
-0.199628,0.906293, Max:2.249205, Min:-1.760158
-0.373687,1.080006, Max:2.249205, Min:-1.760158
-0.535742,1.256449, Max:2.249205, Min:-1.760158
-0.679791,1.433928, Max:2.249205, Min:-1.760158
-0.817838,1.611760, Max:2.249205, Min:-1.760158
-0.967889,1.788408, Max:2.249205, Min:-1.760158
-1.153952,1.961397, Max:2.249205, Min:-1.760158
-1.328012,2.134202, Max:2.249205, Min:-1.760158
-1.628114,1.935772, Max:2.249205, Min:-1.760158
-1.688134,1.722981, Max:2.249205, Min:-1.760158
-1.742152,1.513074, Max:2.249205, Min:-1.760158
-1.760158,1.306312, Max:2.249205, Min:-1.760158
-1.760158,1.100908, Max:2.249205, Min:-1.760158
-1.760158,0.895571, Max:2.249205, Min:-1.760158
-1.760158,0.690238, Max:2.249205, Min:-1.760158
-1.760158,0.484905, Max:2.249205, Min:-1.760158
-1.760158,0.279572, Max:2.249205, Min:-1.760158
-1.760158,0.074239, Max:2.249205, Min:-1.760158
-1.760158,-0.131094, Max:2.249205, Min:-1.760158
-1.760158,-0.336427, Max:2.249205, Min:-1.760158
-1.760158,-0.541760, Max:2.249205, Min:-1.760158
-1.760158,-0.747093, Max:2.249205, Min:-1.760158
-1.760158,-0.952126, Max:2.249205, Min:-1.760158
-1.706140,-1.148741, Max:2.249205, Min:-1.760158
-1.556089,-1.338032, Max:2.249205, Min:-1.760158
-1.388032,-1.526058, Max:2.249205, Min:-1.760158
-1.231979,-1.714920, Max:2.249205, Min:-1.760158
-1.069924,-1.742969, Max:2.249205, Min:-1.760158
-0.817838,-1.688253, Max:2.249205, Min:-1.760158
-0.715803,-1.621295, Max:2.249205, Min:-1.760158
-0.487726,-1.544722, Max:2.249205, Min:-1.760158
-0.163616,-1.456265, Max:2.249205, Min:-1.760158
0.304544,-1.352808, Max:2.249205, Min:-1.760158
0.934758,-1.229395, Max:2.249205, Min:-1.760158
1.763039,-1.101984, Max:2.249205, Min:-1.760158
2.093152,-1.021788, Max:2.249205, Min:-1.760158
2.183182,-0.962559, Max:2.249205, Min:-1.760158
2.201188,-0.909481, Max:2.249205, Min:-1.760158
2.225196,-0.856710, Max:2.249205, Min:-1.760158
2.213192,-0.806055, Max:2.249205, Min:-1.760158
2.213192,-0.754906, Max:2.249205, Min:-1.760158
2.213192,-0.702231, Max:2.249205, Min:-1.760158
2.213192,-0.652481, Max:2.249205, Min:-1.760158
2.213192,-0.601377, Max:2.249205, Min:-1.760158
2.213192,-0.550206, Max:2.249205, Min:-1.760158
2.195186,-0.499931, Max:2.249205, Min:-1.760158
2.213192,-0.447600, Max:2.249205, Min:-1.760158
2.213192,-0.591734, Max:2.249205, Min:-1.760158
2.141168,-0.459693, Max:2.249205, Min:-1.760158
2.039133,-0.333050, Max:2.249205, Min:-1.760158
1.721025,-0.220782, Max:2.249205, Min:-1.760158
1.426925,-0.106231, Max:2.249205, Min:-1.760158
1.132825,0.009333, Max:2.249205, Min:-1.760158
0.898746,0.128850, Max:2.249205, Min:-1.760158
0.658664,0.248865, Max:2.249205, Min:-1.760158
0.436588,0.371305, Max:2.249205, Min:-1.760158
0.244523,0.495667, Max:2.249205, Min:-1.760158
0.052458,0.621026, Max:2.249205, Min:-1.760158
-0.133605,0.747035, Max:2.249205, Min:-1.760158
-0.295660,0.874876, Max:2.249205, Min:-1.760158
-0.439709,1.004611, Max:2.249205, Min:-1.760158
-0.595762,1.132939, Max:2.249205, Min:-1.760158
-0.751816,1.262097, Max:2.249205, Min:-1.760158
-0.913871,1.389796, Max:2.249205, Min:-1.760158
-1.063922,1.519223, Max:2.249205, Min:-1.760158
-1.213973,1.647836, Max:2.249205, Min:-1.760158
-1.382030,1.774907, Max:2.249205, Min:-1.760158
-1.580097,1.946917, Max:2.249205, Min:-1.760158
-1.736150,1.758951, Max:2.249205, Min:-1.760158
-1.748154,1.558387, Max:2.249205, Min:-1.760158
-1.760158,1.358395, Max:2.249205, Min:-1.760158
-1.760158,1.159031, Max:2.249205, Min:-1.760158
-1.760158,0.959698, Max:2.249205, Min:-1.760158
-1.760158,0.760367, Max:2.249205, Min:-1.760158
-1.760158,0.561036, Max:2.249205, Min:-1.760158
-1.760158,0.361705, Max:2.249205, Min:-1.760158
-1.760158,0.162374, Max:2.249205, Min:-1.760158
-1.760158,-0.036957, Max:2.249205, Min:-1.760158
-1.760158,-0.236288, Max:2.249205, Min:-1.760158
-1.760158,-0.435618, Max:2.249205, Min:-1.760158
-1.760158,-0.634949, Max:2.249205, Min:-1.760158
-1.760158,-0.834280, Max:2.249205, Min:-1.760158
-1.730148,-1.027909, Max:2.249205, Min:-1.760158
-1.616109,-1.214951, Max:2.249205, Min:-1.760158
-1.484065,-1.399263, Max:2.249205, Min:-1.760158
-1.310005,-1.580437, Max:2.249205, Min:-1.760158
-1.111938,-1.757553, Max:2.249205, Min:-1.760158
-0.847848,-1.791017, Max:2.249205, Min:-1.760158
-0.151612,-1.678051, Max:2.249205, Min:-1.760158
0.238521,-1.507947, Max:2.249205, Min:-1.760158
1.390913,-1.290871, Max:2.249205, Min:-1.760158
1.973111,-1.135968, Max:2.249205, Min:-1.760158
2.159174,-1.015684, Max:2.249205, Min:-1.760158
2.195186,-0.907636, Max:2.249205, Min:-1.760158
2.207190,-0.801999, Max:2.249205, Min:-1.760158
2.207190,-0.697083, Max:2.249205, Min:-1.760158
2.213192,-0.592204, Max:2.249205, Min:-1.760158
2.213192,-0.487626, Max:2.249205, Min:-1.760158
2.213192,-0.383063, Max:2.249205, Min:-1.760158
2.213192,-0.278501, Max:2.249205, Min:-1.760158
2.213192,-0.173940, Max:2.249205, Min:-1.760158
2.213192,-0.069378, Max:2.249205, Min:-1.760158
2.219194,0.035484, Max:2.249205, Min:-1.760158
2.129164,0.121755, Max:2.249205, Min:-1.760158
1.727027,0.184588, Max:2.249205, Min:-1.760158
1.342896,0.251352, Max:2.249205, Min:-1.760158
1.048797,0.326114, Max:2.249205, Min:-1.760158
0.826721,0.284237, Max:2.249205, Min:-1.760158
0.610648,0.289946, Max:2.249205, Min:-1.760158
0.544625,0.296833, Max:2.249205, Min:-1.760158
0.466599,0.304980, Max:2.249205, Min:-1.760158
0.388572,0.313190, Max:2.249205, Min:-1.760158
0.322550,0.321403, Max:2.249205, Min:-1.760158
0.226517,0.326616, Max:2.249205, Min:-1.760158
0.094472,0.328677, Max:2.249205, Min:-1.760158
-0.031571,0.332681, Max:2.249205, Min:-1.760158
-0.109597,0.340084, Max:2.249205, Min:-1.760158
-0.199628,0.347056, Max:2.249205, Min:-1.760158
-0.289658,0.353707, Max:2.249205, Min:-1.760158
-0.391693,0.358841, Max:2.249205, Min:-1.760158
-0.487726,0.364200, Max:2.249205, Min:-1.760158
-0.619771,0.365968, Max:2.249205, Min:-1.760158
-0.787828,0.362756, Max:2.249205, Min:-1.760158
-1.027909,0.353892, Max:2.249205, Min:-1.760158
-1.267991,0.342345, Max:2.249205, Min:-1.760158
-1.574095,0.330364, Max:2.249205, Min:-1.760158
-1.706140,0.334566, Max:2.249205, Min:-1.760158
-1.748154,0.446714, Max:2.249205, Min:-1.760158
-1.760158,0.336483, Max:2.249205, Min:-1.760158
-1.760158,0.215732, Max:2.249205, Min:-1.760158
-1.754156,0.094755, Max:2.249205, Min:-1.760158
-1.760158,-0.026833, Max:2.249205, Min:-1.760158
-1.760158,-0.148152, Max:2.249205, Min:-1.760158
-1.760158,-0.269457, Max:2.249205, Min:-1.760158
-1.760158,-0.390761, Max:2.249205, Min:-1.760158
-1.760158,-0.512066, Max:2.249205, Min:-1.760158
-1.760158,-0.633370, Max:2.249205, Min:-1.760158
-1.760158,-0.754674, Max:2.249205, Min:-1.760158
-1.760158,-0.875979, Max:2.249205, Min:-1.760158
-1.760158,-0.997283, Max:2.249205, Min:-1.760158
-1.736150,-1.113486, Max:2.249205, Min:-1.760158
-1.616109,-1.221931, Max:2.249205, Min:-1.760158
-1.466058,-1.326987, Max:2.249205, Min:-1.760158
-1.304003,-1.430373, Max:2.249205, Min:-1.760158
-1.093932,-1.526773, Max:2.249205, Min:-1.760158
-0.751816,-1.608119, Max:2.249205, Min:-1.760158
-0.199628,-1.665605, Max:2.249205, Min:-1.760158
0.640658,-1.723398, Max:2.249205, Min:-1.760158
1.949103,-1.475402, Max:2.249205, Min:-1.760158
2.081147,-1.254432, Max:2.249205, Min:-1.760158
2.177180,-1.044115, Max:2.249205, Min:-1.760158
2.201188,-0.839734, Max:2.249205, Min:-1.760158
2.213192,-0.636549, Max:2.249205, Min:-1.760158
2.213192,-0.434324, Max:2.249205, Min:-1.760158
2.213192,-0.232148, Max:2.249205, Min:-1.760158
2.249205,-0.028173, Max:2.249205, Min:-1.760158
2.219194,0.172590, Max:2.249205, Min:-1.760158
2.213192,0.374394, Max:2.249205, Min:-1.760158
2.213192,0.576249, Max:2.249205, Min:-1.760158
2.213192,0.778707, Max:2.249205, Min:-1.760158
2.207190,0.976394, Max:2.249205, Min:-1.760158
2.045135,1.161538, Max:2.249205, Min:-1.760158
1.931097,1.359259, Max:2.249205, Min:-1.760158
2.075145,1.574115, Max:2.249205, Min:-1.760158
1.835064,1.735209, Max:2.249205, Min:-1.760158
1.276874,1.885512, Max:2.249205, Min:-1.760158
1.018786,2.066486, Max:2.249205, Min:-1.760158
0.928756,2.126852, Max:2.249205, Min:-1.760158
0.922754,2.071651, Max:2.249205, Min:-1.760158
0.922754,2.011271, Max:2.249205, Min:-1.760158
0.934758,1.951533, Max:2.249205, Min:-1.760158
0.946762,1.891526, Max:2.249205, Min:-1.760158
0.940760,1.829706, Max:2.249205, Min:-1.760158
0.928756,1.766895, Max:2.249205, Min:-1.760158
0.892744,1.701933, Max:2.249205, Min:-1.760158
0.844727,1.635964, Max:2.249205, Min:-1.760158
0.796711,1.569644, Max:2.249205, Min:-1.760158
0.730688,1.501506, Max:2.249205, Min:-1.760158
0.652662,1.432377, Max:2.249205, Min:-1.760158
0.580637,1.363798, Max:2.249205, Min:-1.760158
0.514615,1.295847, Max:2.249205, Min:-1.760158
0.448593,1.228228, Max:2.249205, Min:-1.760158
0.388572,1.161225, Max:2.249205, Min:-1.760158
0.346558,1.095154, Max:2.249205, Min:-1.760158
0.292539,1.029429, Max:2.249205, Min:-1.760158
0.256527,0.964622, Max:2.249205, Min:-1.760158
0.220515,0.899861, Max:2.249205, Min:-1.760158
0.190505,0.931134, Max:2.249205, Min:-1.760158
0.154493,0.892484, Max:2.249205, Min:-1.760158
0.142488,0.850038, Max:2.249205, Min:-1.760158
0.130484,0.808302, Max:2.249205, Min:-1.760158
0.112478,0.764801, Max:2.249205, Min:-1.760158
0.100474,0.722413, Max:2.249205, Min:-1.760158
0.088470,0.680080, Max:2.249205, Min:-1.760158
0.082468,0.638049, Max:2.249205, Min:-1.760158
0.082468,0.592433, Max:2.249205, Min:-1.760158
-0.493728,0.473413, Max:2.249205, Min:-1.760158
-1.267991,0.377131, Max:2.249205, Min:-1.760158
-1.033911,0.367515, Max:2.249205, Min:-1.760158
-0.565752,0.373336, Max:2.249205, Min:-1.760158
-0.193626,0.368226, Max:2.249205, Min:-1.760158
0.028450,0.349364, Max:2.249205, Min:-1.760158
0.178501,0.321712, Max:2.249205, Min:-1.760158
0.244523,0.286718, Max:2.249205, Min:-1.760158
0.286537,0.250456, Max:2.249205, Min:-1.760158
0.358562,0.218033, Max:2.249205, Min:-1.760158
0.466599,0.189402, Max:2.249205, Min:-1.760158
0.610648,0.175367, Max:2.249205, Min:-1.760158
0.880739,0.225082, Max:2.249205, Min:-1.760158
0.958766,0.278885, Max:2.249205, Min:-1.760158
1.054799,0.331092, Max:2.249205, Min:-1.760158
1.120821,0.380818, Max:2.249205, Min:-1.760158
1.180841,0.429821, Max:2.249205, Min:-1.760158
1.228858,0.477586, Max:2.249205, Min:-1.760158
1.270872,0.525290, Max:2.249205, Min:-1.760158
1.306884,0.571790, Max:2.249205, Min:-1.760158
1.342896,0.617930, Max:2.249205, Min:-1.760158
1.354901,0.662251, Max:2.249205, Min:-1.760158
1.366905,0.706181, Max:2.249205, Min:-1.760158
1.360903,0.747991, Max:2.249205, Min:-1.760158
1.336895,0.788495, Max:2.249205, Min:-1.760158
1.300882,0.827433, Max:2.249205, Min:-1.760158
1.258868,0.865392, Max:2.249205, Min:-1.760158
1.210852,0.903302, Max:2.249205, Min:-1.760158
1.150831,0.939709, Max:2.249205, Min:-1.760158
1.090811,0.976942, Max:2.249205, Min:-1.760158
1.036793,1.014515, Max:2.249205, Min:-1.760158
1.000780,1.011592, Max:2.249205, Min:-1.760158
0.946762,1.008145, Max:2.249205, Min:-1.760158
0.928756,1.004972, Max:2.249205, Min:-1.760158
0.904748,1.000012, Max:2.249205, Min:-1.760158
0.880739,0.995862, Max:2.249205, Min:-1.760158
0.862733,0.992354, Max:2.249205, Min:-1.760158
0.856731,0.989477, Max:2.249205, Min:-1.760158
0.826721,0.985432, Max:2.249205, Min:-1.760158
0.802713,0.981629, Max:2.249205, Min:-1.760158
0.784707,0.976637, Max:2.249205, Min:-1.760158
0.760699,0.973986, Max:2.249205, Min:-1.760158
0.748695,0.970853, Max:2.249205, Min:-1.760158
0.730688,0.967395, Max:2.249205, Min:-1.760158
0.688674,0.962721, Max:2.249205, Min:-1.760158
0.700678,0.960986, Max:2.249205, Min:-1.760158
0.676670,0.957599, Max:2.249205, Min:-1.760158
0.670668,0.954428, Max:2.249205, Min:-1.760158
0.664666,0.952769, Max:2.249205, Min:-1.760158
0.652662,0.949985, Max:2.249205, Min:-1.760158
0.646660,0.948045, Max:2.249205, Min:-1.760158
0.646660,0.962053, Max:2.249205, Min:-1.760158
0.646660,0.948649, Max:2.249205, Min:-1.760158
0.652662,0.934774, Max:2.249205, Min:-1.760158
0.664666,0.921476, Max:2.249205, Min:-1.760158
0.670668,0.907907, Max:2.249205, Min:-1.760158
0.682672,0.894324, Max:2.249205, Min:-1.760158
0.688674,0.880740, Max:2.249205, Min:-1.760158
0.694676,0.866857, Max:2.249205, Min:-1.760158
0.700678,0.852958, Max:2.249205, Min:-1.760158
0.706680,0.839059, Max:2.249205, Min:-1.760158
0.718684,0.825759, Max:2.249205, Min:-1.760158
0.736691,0.812790, Max:2.249205, Min:-1.760158
0.736691,0.798637, Max:2.249205, Min:-1.760158
0.748695,0.785325, Max:2.249205, Min:-1.760158
0.754697,0.770855, Max:2.249205, Min:-1.760158
0.754697,0.756927, Max:2.249205, Min:-1.760158
0.760699,0.742726, Max:2.249205, Min:-1.760158
0.766701,0.729112, Max:2.249205, Min:-1.760158
0.772703,0.715226, Max:2.249205, Min:-1.760158
0.778705,0.701328, Max:2.249205, Min:-1.760158
0.784707,0.694331, Max:2.249205, Min:-1.760158
0.814717,0.703584, Max:2.249205, Min:-1.760158
0.802713,0.710949, Max:2.249205, Min:-1.760158
0.802713,0.718820, Max:2.249205, Min:-1.760158
0.802713,0.726716, Max:2.249205, Min:-1.760158
0.802713,0.734613, Max:2.249205, Min:-1.760158
0.802713,0.742511, Max:2.249205, Min:-1.760158
0.802713,0.750408, Max:2.249205, Min:-1.760158
0.802713,0.758305, Max:2.249205, Min:-1.760158
0.802713,0.766203, Max:2.249205, Min:-1.760158
0.802713,0.774100, Max:2.249205, Min:-1.760158
0.802713,0.781998, Max:2.249205, Min:-1.760158
0.802713,0.789895, Max:2.249205, Min:-1.760158
0.802713,0.797793, Max:2.249205, Min:-1.760158
0.802713,0.805690, Max:2.249205, Min:-1.760158
0.802713,0.813587, Max:2.249205, Min:-1.760158
0.802713,0.821485, Max:2.249205, Min:-1.760158
0.802713,0.829382, Max:2.249205, Min:-1.760158
0.802713,0.837280, Max:2.249205, Min:-1.760158
0.802713,0.845177, Max:2.249205, Min:-1.760158
0.802713,0.844972, Max:2.249205, Min:-1.760158
0.802713,0.844962, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
0.802713,0.844961, Max:2.249205, Min:-1.760158
