You entered a buffer length of 20
-0.240291,0.128309, Max:1.799052, Min:-1.760158
0.055814,-0.733699, Max:1.799052, Min:-1.760158
-0.445711,-0.393866, Max:1.799052, Min:-1.760158
-0.234271,0.130767, Max:1.799052, Min:-1.760158
-0.010238,-0.755494, Max:1.799052, Min:-1.760158
-0.439709,-0.438771, Max:1.799052, Min:-1.760158
-0.246312,0.149294, Max:1.799052, Min:-1.760158
-0.028252,-0.796600, Max:1.799052, Min:-1.760158
-0.409699,-0.438125, Max:1.799052, Min:-1.760158
-0.300500,0.121931, Max:1.799052, Min:-1.760158
-0.046267,-0.758938, Max:1.799052, Min:-1.760158
-0.331673,-0.429040, Max:1.799052, Min:-1.760158
-0.312541,0.095894, Max:1.799052, Min:-1.760158
-0.064281,-0.723911, Max:1.799052, Min:-1.760158
-0.301663,-0.417685, Max:1.799052, Min:-1.760158
-0.312541,0.071776, Max:1.799052, Min:-1.760158
-0.112319,-0.691490, Max:1.799052, Min:-1.760158
-0.235640,-0.404960, Max:1.799052, Min:-1.760158
-0.300500,0.051942, Max:1.799052, Min:-1.760158
-0.178371,-0.657054, Max:1.799052, Min:-1.760158
-0.199628,-0.383732, Max:1.799052, Min:-1.760158
-0.107833,0.046079, Max:1.799052, Min:-1.760158
-0.100309,-0.620718, Max:1.799052, Min:-1.760158
0.820719,-0.260674, Max:1.799052, Min:-1.760158
-0.065687,0.030557, Max:1.799052, Min:-1.760158
-0.478608,-0.614289, Max:1.799052, Min:-1.760158
0.802713,-0.296065, Max:1.799052, Min:-1.760158
-0.011500,0.004102, Max:1.799052, Min:-1.760158
-0.460594,-0.571176, Max:1.799052, Min:-1.760158
0.706680,-0.282505, Max:1.799052, Min:-1.760158
-0.035583,-0.018701, Max:1.799052, Min:-1.760158
-0.454589,-0.536288, Max:1.799052, Min:-1.760158
0.898746,-0.259453, Max:1.799052, Min:-1.760158
0.066771,-0.033504, Max:1.799052, Min:-1.760158
-0.568679,-0.509106, Max:1.799052, Min:-1.760158
1.042794,-0.236187, Max:1.799052, Min:-1.760158
0.090854,-0.058832, Max:1.799052, Min:-1.760158
-0.652746,-0.477346, Max:1.799052, Min:-1.760158
1.276874,-0.200387, Max:1.799052, Min:-1.760158
-0.065687,-0.103403, Max:1.799052, Min:-1.760158
-0.640736,-0.437842, Max:1.799052, Min:-1.760158
1.745033,-0.144994, Max:1.991117, Min:-1.760158
-0.360708,-0.156326, Max:1.991117, Min:-1.760158
-0.556670,-0.391549, Max:1.991117, Min:-1.760158
2.099154,-0.112069, Max:2.153172, Min:-1.760158
-0.734000,-0.217597, Max:2.153172, Min:-1.760158
-0.442580,-0.344774, Max:2.153172, Min:-1.760158
2.177180,-0.098926, Max:2.195186, Min:-1.760158
-1.053104,-0.269622, Max:2.195186, Min:-1.760158
-0.358513,-0.301739, Max:2.195186, Min:-1.760158
2.201188,-0.090473, Max:2.201188, Min:-1.760158
-1.173520,-0.301411, Max:2.201188, Min:-1.760158
-0.352508,-0.265198, Max:2.201188, Min:-1.760158
2.213192,-0.082644, Max:2.213192, Min:-1.760158
-1.107291,-0.316975, Max:2.213192, Min:-1.760158
-0.394542,-0.231749, Max:2.213192, Min:-1.760158
2.213192,-0.076169, Max:2.213192, Min:-1.760158
-0.932687,-0.320564, Max:2.213192, Min:-1.760158
-0.466599,-0.201905, Max:2.213192, Min:-1.760158
2.213192,-0.069876, Max:2.213192, Min:-1.760158
-0.631646,-0.313928, Max:2.213192, Min:-1.760158
-0.598703,-0.175453, Max:2.213192, Min:-1.760158
2.213192,-0.063751, Max:2.213192, Min:-1.760158
-0.276416,-0.303687, Max:2.213192, Min:-1.760158
-0.700784,-0.144917, Max:2.213192, Min:-1.760158
2.213192,-0.057423, Max:2.213192, Min:-1.760158
0.036667,-0.297952, Max:2.213192, Min:-1.760158
-0.760831,-0.114006, Max:2.213192, Min:-1.760158
2.213192,-0.181620, Max:2.213192, Min:-1.760158
0.253417,-0.265027, Max:2.213192, Min:-1.760158
-0.820879,-0.153192, Max:2.213192, Min:-1.760158
2.213192,-0.057837, Max:2.213192, Min:-1.760158
0.259438,-0.230841, Max:2.213192, Min:-1.760158
-0.844897,-0.194116, Max:2.213192, Min:-1.760158
2.219194,0.066460, Max:2.219194, Min:-1.760158
0.205250,-0.202951, Max:2.219194, Min:-1.760158
-0.868916,-0.232653, Max:2.219194, Min:-1.760158
2.213192,0.189976, Max:2.219194, Min:-1.760158
0.096875,-0.179013, Max:2.219194, Min:-1.760158
-0.838893,-0.266584, Max:2.219194, Min:-1.760158
2.213192,0.314622, Max:2.219194, Min:-1.760158
-0.017521,-0.156224, Max:2.219194, Min:-1.760158
-0.772841,-0.296369, Max:2.219194, Min:-1.760158
2.219194,0.439776, Max:2.219194, Min:-1.760158
-0.143958,-0.133409, Max:2.219194, Min:-1.760158
-0.670760,-0.324051, Max:2.219194, Min:-1.760158
2.213192,0.563835, Max:2.219194, Min:-1.760158
-0.246312,-0.107939, Max:2.219194, Min:-1.760158
-0.562675,-0.350700, Max:2.219194, Min:-1.760158
2.195186,0.681943, Max:2.219194, Min:-1.760158
-0.312541,-0.079155, Max:2.219194, Min:-1.760158
-0.436575,-0.375081, Max:2.219194, Min:-1.760158
1.961107,0.780658, Max:2.219194, Min:-1.760158
-0.348666,-0.049233, Max:2.219194, Min:-1.760158
-0.298466,-0.398204, Max:2.219194, Min:-1.760158
1.655003,0.874934, Max:2.219194, Min:-1.760158
-0.378771,-0.018930, Max:2.219194, Min:-1.760158
-0.136338,-0.419807, Max:2.219194, Min:-1.760158
1.360903,0.970787, Max:2.219194, Min:-1.760158
-0.402854,0.012354, Max:2.219194, Min:-1.760158
0.007776,-0.443463, Max:2.219194, Min:-1.760158
1.066803,1.066237, Max:2.219194, Min:-1.760158
-0.420916,0.045124, Max:2.219194, Min:-1.760158
0.139881,-0.467045, Max:2.219194, Min:-1.760158
0.790709,1.163491, Max:2.219194, Min:-1.760158
-0.426937,0.077381, Max:2.219194, Min:-1.760158
0.289999,-0.489751, Max:2.219194, Min:-1.760158
0.496609,1.258989, Max:2.219194, Min:-1.760158
-0.420916,0.111658, Max:2.219194, Min:-1.760158
0.440118,-0.512056, Max:2.219194, Min:-1.760158
0.202509,1.354806, Max:2.219194, Min:-1.760158
-0.402854,0.148058, Max:2.219194, Min:-1.760158
0.578227,-0.536357, Max:2.219194, Min:-1.760158
-0.073585,1.451725, Max:2.219194, Min:-1.760158
-0.342646,0.187825, Max:2.219194, Min:-1.760158
0.698322,-0.563191, Max:2.219194, Min:-1.760158
-0.343677,1.549417, Max:2.219194, Min:-1.760158
-0.276416,0.227329, Max:2.219194, Min:-1.760158
0.752365,-0.594242, Max:2.219194, Min:-1.760158
-0.631775,1.645097, Max:2.219194, Min:-1.760158
-0.228250,0.265228, Max:2.219194, Min:-1.760158
0.800402,-0.627175, Max:2.219194, Min:-1.760158
-0.925875,1.740083, Max:2.219194, Min:-1.760158
-0.186104,0.302490, Max:2.219194, Min:-1.760158
0.842436,-0.660439, Max:2.219194, Min:-1.760158
-1.219975,1.834453, Max:2.219194, Min:-1.760158
-0.125896,0.331894, Max:2.219194, Min:-1.760158
0.878464,-0.742135, Max:2.219194, Min:-1.760158
-1.508073,1.995724, Max:2.219194, Min:-1.760158
-0.065687,0.326711, Max:2.219194, Min:-1.760158
0.872459,-0.656826, Max:2.219194, Min:-1.760158
-1.718144,1.792619, Max:2.219194, Min:-1.760158
-0.065687,0.300601, Max:2.219194, Min:-1.760158
0.848440,-0.577368, Max:2.219194, Min:-1.760158
-1.742152,1.595524, Max:2.219194, Min:-1.760158
-0.053646,0.276597, Max:2.219194, Min:-1.760158
0.746360,-0.501707, Max:2.219194, Min:-1.760158
-1.760158,1.400039, Max:2.219194, Min:-1.760158
-0.047625,0.248158, Max:2.219194, Min:-1.760158
0.746360,-0.421465, Max:2.219194, Min:-1.760158
-1.760158,1.205984, Max:2.219194, Min:-1.760158
-0.119875,0.215576, Max:2.219194, Min:-1.760158
0.632270,-0.352238, Max:2.219194, Min:-1.760158
-1.760158,1.011378, Max:2.219194, Min:-1.760158
-0.174062,0.183268, Max:2.219194, Min:-1.760158
0.434113,-0.291704, Max:2.219194, Min:-1.760158
-1.760158,0.816337, Max:2.219194, Min:-1.760158
-0.234271,0.152142, Max:2.219194, Min:-1.760158
0.199928,-0.229910, Max:2.219194, Min:-1.760158
-1.760158,0.621360, Max:2.219194, Min:-1.760158
-0.264375,0.124632, Max:2.219194, Min:-1.760158
0.019786,-0.163132, Max:2.219194, Min:-1.760158
-1.760158,0.426631, Max:2.219194, Min:-1.760158
-0.234271,0.103757, Max:2.219194, Min:-1.760158
-0.094304,-0.087615, Max:2.219194, Min:-1.760158
-1.760158,0.232340, Max:2.219194, Min:-1.760158
-0.143958,0.085914, Max:2.219194, Min:-1.760158
-0.088300,-0.001139, Max:2.219194, Min:-1.760158
-1.760158,0.038596, Max:2.219194, Min:-1.760158
