You entered a buffer length of 100
0.772703,0.015454, Max:0.772703, Min:0.000000
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
0.142488,0.143928, Max:2.249205, Min:-1.760158
