You entered a buffer length of 100
0.772703,0.015454, Max:0.772703, Min:0.000000
2.213192,1.513517, Max:2.219194, Min:-1.760158
2.213192,1.528490, Max:2.225196, Min:-1.760158
2.213192,1.543224, Max:2.225196, Min:-1.760158
2.219194,1.558137, Max:2.225196, Min:-1.760158
2.213192,1.572931, Max:2.225196, Min:-1.760158
2.243202,1.588084, Max:2.243202, Min:-1.760158
2.153172,1.599519, Max:2.243202, Min:-1.760158
1.745033,1.605756, Max:2.243202, Min:-1.760158
1.300882,1.611940, Max:2.243202, Min:-1.760158
0.928756,1.619805, Max:2.243202, Min:-1.760158
0.634656,1.628886, Max:2.243202, Min:-1.760158
0.388572,1.639001, Max:2.243202, Min:-1.760158
0.160495,1.649665, Max:2.243202, Min:-1.760158
0.016446,1.661536, Max:2.243202, Min:-1.760158
-0.127603,1.673599, Max:2.243202, Min:-1.760158
-0.241642,1.686144, Max:2.243202, Min:-1.760158
-0.343677,1.698933, Max:2.243202, Min:-1.760158
-0.475722,1.711125, Max:2.243202, Min:-1.760158
-0.589760,1.723671, Max:2.243202, Min:-1.760158
-0.697797,1.736461, Max:2.243202, Min:-1.760158
-0.805834,1.749013, Max:2.243202, Min:-1.760158
-0.937879,1.761143, Max:2.243202, Min:-1.760158
-1.081928,1.772908, Max:2.243202, Min:-1.760158
-1.237981,1.784790, Max:2.243202, Min:-1.760158
-1.376028,1.796973, Max:2.243202, Min:-1.760158
-1.484065,1.809639, Max:2.243202, Min:-1.760158
-1.592101,1.822250, Max:2.243202, Min:-1.760158
-1.700138,1.835220, Max:2.243202, Min:-1.760158
-1.748154,1.849335, Max:2.243202, Min:-1.760158
-1.760158,1.864001, Max:2.243202, Min:-1.760158
-1.760158,1.878852, Max:2.243202, Min:-1.760158
-1.760158,1.893706, Max:2.243202, Min:-1.760158
-1.760158,1.908559, Max:2.243202, Min:-1.760158
-1.760158,1.923413, Max:2.243202, Min:-1.760158
-1.760158,1.938267, Max:2.243202, Min:-1.760158
-1.760158,1.953120, Max:2.243202, Min:-1.760158
-1.760158,1.967974, Max:2.243202, Min:-1.760158
-1.760158,1.982827, Max:2.243202, Min:-1.760158
-1.742152,1.998401, Max:2.243202, Min:-1.760158
-1.664126,2.014882, Max:2.243202, Min:-1.760158
-1.592101,2.031252, Max:2.243202, Min:-1.760158
-1.514075,2.047682, Max:2.243202, Min:-1.760158
-1.418042,2.064352, Max:2.243202, Min:-1.760158
-1.334013,2.080964, Max:2.243202, Min:-1.760158
-1.243983,2.097816, Max:2.243202, Min:-1.760158
-1.111938,2.115750, Max:2.243202, Min:-1.760158
-0.865854,2.136517, Max:2.243202, Min:-1.760158
-0.421703,2.161333, Max:2.243202, Min:-1.760158
0.304544,2.192671, Max:2.243202, Min:-1.760158
1.372907,2.228277, Max:2.243202, Min:-1.760158
1.991117,2.239196, Max:2.243202, Min:-1.760158
2.183182,2.240866, Max:2.243202, Min:-1.760158
2.195186,2.241003, Max:2.243202, Min:-1.760158
2.207190,2.240884, Max:2.243202, Min:-1.760158
2.213192,2.240523, Max:2.243202, Min:-1.760158
2.213192,2.240519, Max:2.243202, Min:-1.760158
2.213192,2.240279, Max:2.243202, Min:-1.760158
2.213192,2.240037, Max:2.243202, Min:-1.760158
2.213192,2.239794, Max:2.243202, Min:-1.760158
2.219194,2.239612, Max:2.243202, Min:-1.760158
2.213192,2.239310, Max:2.243202, Min:-1.760158
2.213192,2.239067, Max:2.243202, Min:-1.760158
2.213192,2.238824, Max:2.243202, Min:-1.760158
2.213192,2.238582, Max:2.243202, Min:-1.760158
2.195186,2.236779, Max:2.243202, Min:-1.760158
1.919092,2.230518, Max:2.243202, Min:-1.760158
1.564972,2.223133, Max:2.243202, Min:-1.760158
1.222856,2.216037, Max:2.243202, Min:-1.760158
0.904748,2.209484, Max:2.243202, Min:-1.760158
0.610648,2.203416, Max:2.243202, Min:-1.760158
0.334554,2.197594, Max:2.243202, Min:-1.760158
0.076466,2.192434, Max:2.243202, Min:-1.760158
-0.127603,2.188121, Max:2.243202, Min:-1.760158
-0.319669,2.184116, Max:2.243202, Min:-1.760158
-0.511734,2.180055, Max:2.243202, Min:-1.760158
-0.661785,2.177013, Max:2.243202, Min:-1.760158
-0.775824,2.174522, Max:2.243202, Min:-1.760158
-0.883860,2.172036, Max:2.243202, Min:-1.760158
-1.003901,2.169370, Max:2.243202, Min:-1.760158
-1.147950,2.166223, Max:2.243202, Min:-1.760158
-1.285997,2.162950, Max:2.243202, Min:-1.760158
-1.466058,2.158956, Max:2.243202, Min:-1.760158
-1.646120,2.155495, Max:2.243202, Min:-1.760158
-1.748154,2.153720, Max:2.243202, Min:-1.760158
-1.754156,2.153282, Max:2.243202, Min:-1.760158
-1.760158,2.152977, Max:2.243202, Min:-1.760158
-1.760158,2.152734, Max:2.243202, Min:-1.760158
-1.760158,2.152492, Max:2.243202, Min:-1.760158
-1.760158,2.152249, Max:2.243202, Min:-1.760158
-1.760158,2.152007, Max:2.243202, Min:-1.760158
-1.760158,2.151764, Max:2.243202, Min:-1.760158
-1.760158,2.151522, Max:2.243202, Min:-1.760158
-1.760158,2.151279, Max:2.243202, Min:-1.760158
-1.760158,2.151037, Max:2.243202, Min:-1.760158
-1.760158,2.150794, Max:2.243202, Min:-1.760158
-1.760158,2.150552, Max:2.243202, Min:-1.760158
-1.760158,2.150489, Max:2.243202, Min:-1.760158
-1.700138,2.151749, Max:2.243202, Min:-1.760158
-1.598103,2.153562, Max:2.243202, Min:-1.760158
-1.508073,2.155141, Max:2.243202, Min:-1.760158
-1.394034,2.157317, Max:2.243202, Min:-1.760158
-1.255987,2.160040, Max:2.243202, Min:-1.760158
-1.105936,2.162948, Max:2.243202, Min:-1.760158
-0.907869,2.167119, Max:2.243202, Min:-1.760158
-0.613769,2.173703, Max:2.243202, Min:-1.760158
-0.121601,2.184152, Max:2.243202, Min:-1.760158
0.526619,2.198301, Max:2.243202, Min:-1.760158
1.468940,2.216329, Max:2.243202, Min:-1.760158
2.021127,2.224612, Max:2.243202, Min:-1.760158
2.159174,2.226555, Max:2.243202, Min:-1.760158
2.195186,2.226875, Max:2.243202, Min:-1.760158
2.207190,2.226758, Max:2.243202, Min:-1.760158
2.213192,2.226697, Max:2.243202, Min:-1.760158
2.213192,2.226456, Max:2.243202, Min:-1.760158
2.213192,2.226214, Max:2.243202, Min:-1.760158
2.213192,2.225971, Max:2.243202, Min:-1.760158
2.213192,2.225729, Max:2.243202, Min:-1.760158
2.213192,2.225486, Max:2.243202, Min:-1.760158
2.213192,2.225604, Max:2.249205, Min:-1.760158
2.213192,2.225065, Max:2.249205, Min:-1.760158
2.213192,2.224759, Max:2.249205, Min:-1.760158
2.213192,2.223376, Max:2.249205, Min:-1.760158
1.889082,2.215499, Max:2.249205, Min:-1.760158
1.438929,2.206357, Max:2.249205, Min:-1.760158
1.030791,2.198043, Max:2.249205, Min:-1.760158
0.646660,2.190037, Max:2.249205, Min:-1.760158
0.322550,2.183715, Max:2.249205, Min:-1.760158
0.040454,2.177890, Max:2.249205, Min:-1.760158
-0.211632,2.172730, Max:2.249205, Min:-1.760158
-0.439709,2.168177, Max:2.249205, Min:-1.760158
-0.607767,2.164530, Max:2.249205, Min:-1.760158
-0.757818,2.161553, Max:2.249205, Min:-1.760158
-0.889863,2.158822, Max:2.249205, Min:-1.760158
-0.967889,2.156814, Max:2.249205, Min:-1.760158
-1.063922,2.154873, Max:2.249205, Min:-1.760158
-1.141948,2.152873, Max:2.249205, Min:-1.760158
-1.225977,2.150752, Max:2.249205, Min:-1.760158
-1.358022,2.147970, Max:2.249205, Min:-1.760158
-1.472060,2.145302, Max:2.249205, Min:-1.760158
-1.616109,2.142154, Max:2.249205, Min:-1.760158
-1.718144,2.140262, Max:2.249205, Min:-1.760158
-1.754156,2.139463, Max:2.249205, Min:-1.760158
-1.760158,2.139154, Max:2.249205, Min:-1.760158
-1.760158,2.138911, Max:2.249205, Min:-1.760158
-1.760158,2.138669, Max:2.249205, Min:-1.760158
-1.760158,2.138426, Max:2.249205, Min:-1.760158
-1.760158,2.138184, Max:2.249205, Min:-1.760158
-1.760158,2.137941, Max:2.249205, Min:-1.760158
-1.760158,2.137699, Max:2.249205, Min:-1.760158
-1.760158,2.137456, Max:2.249205, Min:-1.760158
-1.760158,2.177007, Max:2.249205, Min:-1.760158
-1.760158,2.137849, Max:2.249205, Min:-1.760158
-1.760158,2.097904, Max:2.249205, Min:-1.760158
-1.760158,2.057951, Max:2.249205, Min:-1.760158
-1.742152,2.018599, Max:2.249205, Min:-1.760158
-1.676130,1.980212, Max:2.249205, Min:-1.760158
-1.586099,1.941955, Max:2.249205, Min:-1.760158
-1.520077,1.903280, Max:2.249205, Min:-1.760158
-1.454054,1.864780, Max:2.249205, Min:-1.760158
-1.346018,1.827483, Max:2.249205, Min:-1.760158
-1.153952,1.791878, Max:2.249205, Min:-1.760158
-0.847848,1.759231, Max:2.249205, Min:-1.760158
-0.301663,1.731355, Max:2.249205, Min:-1.760158
0.514615,1.710069, Max:2.249205, Min:-1.760158
1.636997,1.689449, Max:2.249205, Min:-1.760158
2.063141,1.656412, Max:2.249205, Min:-1.760158
2.177180,1.618208, Max:2.249205, Min:-1.760158
2.201188,1.578693, Max:2.249205, Min:-1.760158
2.177180,1.538564, Max:2.249205, Min:-1.760158
2.213192,1.498970, Max:2.249205, Min:-1.760158
2.213192,1.459020, Max:2.249205, Min:-1.760158
2.213192,1.419008, Max:2.249205, Min:-1.760158
2.213192,1.379174, Max:2.249205, Min:-1.760158
2.213192,1.339162, Max:2.249205, Min:-1.760158
2.213192,1.299209, Max:2.249205, Min:-1.760158
2.213192,1.259256, Max:2.249205, Min:-1.760158
2.219194,1.219363, Max:2.249205, Min:-1.760158
2.201188,1.177670, Max:2.249205, Min:-1.760158
1.847068,1.129837, Max:2.249205, Min:-1.760158
1.402917,1.081102, Max:2.249205, Min:-1.760158
1.012784,1.033619, Max:2.249205, Min:-1.760158
0.706680,0.987948, Max:2.249205, Min:-1.760158
0.484605,0.943797, Max:2.249205, Min:-1.760158
0.316548,0.900621, Max:2.249205, Min:-1.760158
0.178501,0.857935, Max:2.249205, Min:-1.760158
0.052458,0.815494, Max:2.249205, Min:-1.760158
-0.067583,0.773235, Max:2.249205, Min:-1.760158
-0.157614,0.731458, Max:2.249205, Min:-1.760158
-0.253646,0.689626, Max:2.249205, Min:-1.760158
-0.361683,0.647554, Max:2.249205, Min:-1.760158
-0.427705,0.606259, Max:2.249205, Min:-1.760158
-0.493728,0.564973, Max:2.249205, Min:-1.760158
-0.565752,0.523626, Max:2.249205, Min:-1.760158
-0.643779,0.481738, Max:2.249205, Min:-1.760158
-0.757818,0.439545, Max:2.249205, Min:-1.760158
-0.871856,0.397169, Max:2.249205, Min:-1.760158
-0.997899,0.354911, Max:2.249205, Min:-1.760158
-1.105936,0.312594, Max:2.249205, Min:-1.760158
-1.237981,0.269917, Max:2.249205, Min:-1.760158
-1.394034,0.226635, Max:2.249205, Min:-1.760158
-1.598103,0.182808, Max:2.249205, Min:-1.760158
-1.712142,0.140955, Max:2.249205, Min:-1.760158
-1.748154,0.100383, Max:2.249205, Min:-1.760158
-1.760158,0.060304, Max:2.249205, Min:-1.760158
-1.760158,0.020350, Max:2.249205, Min:-1.760158
-1.760158,-0.019603, Max:2.249205, Min:-1.760158
-1.760158,-0.059556, Max:2.249205, Min:-1.760158
-1.760158,-0.099509, Max:2.249205, Min:-1.760158
-1.760158,-0.139462, Max:2.249205, Min:-1.760158
-1.760158,-0.179415, Max:2.249205, Min:-1.760158
-1.760158,-0.219368, Max:2.249205, Min:-1.760158
-1.760158,-0.259321, Max:2.249205, Min:-1.760158
-1.760158,-0.299274, Max:2.249205, Min:-1.760158
-1.760158,-0.339227, Max:2.249205, Min:-1.760158
-1.760158,-0.379180, Max:2.249205, Min:-1.760158
-1.760158,-0.419133, Max:2.249205, Min:-1.760158
-1.760158,-0.458966, Max:2.249205, Min:-1.760158
-1.700138,-0.496997, Max:2.249205, Min:-1.760158
-1.508073,-0.532489, Max:2.249205, Min:-1.760158
-1.153952,-0.564175, Max:2.249205, Min:-1.760158
-0.595762,-0.591981, Max:2.249205, Min:-1.760158
0.154493,-0.615247, Max:2.249205, Min:-1.760158
1.246864,-0.633546, Max:2.249205, Min:-1.760158
1.955105,-0.662539, Max:2.249205, Min:-1.760158
2.147170,-0.699501, Max:2.249205, Min:-1.760158
2.189184,-0.738704, Max:2.249205, Min:-1.760158
2.213192,-0.778349, Max:2.249205, Min:-1.760158
2.213192,-0.818299, Max:2.249205, Min:-1.760158
2.213192,-0.858252, Max:2.249205, Min:-1.760158
2.213192,-0.898145, Max:2.249205, Min:-1.760158
2.219194,-0.938097, Max:2.249205, Min:-1.760158
2.213192,-0.978050, Max:2.249205, Min:-1.760158
2.249205,-1.017643, Max:2.249205, Min:-1.760158
2.219194,-1.057893, Max:2.249205, Min:-1.760158
2.219194,-1.097849, Max:2.249205, Min:-1.760158
2.213192,-1.137862, Max:2.249205, Min:-1.760158
2.201188,-1.179496, Max:2.249205, Min:-1.760158
1.871076,-1.226728, Max:2.249205, Min:-1.760158
1.462937,-1.274917, Max:2.249205, Min:-1.760158
1.036793,-1.323115, Max:2.249205, Min:-1.760158
0.682672,-1.370233, Max:2.249205, Min:-1.760158
0.370566,-1.416139, Max:2.249205, Min:-1.760158
0.118480,-1.461253, Max:2.249205, Min:-1.760158
-0.121601,-1.505940, Max:2.249205, Min:-1.760158
-0.379689,-1.551162, Max:2.249205, Min:-1.760158
-0.637777,-1.596329, Max:2.249205, Min:-1.760158
-0.889863,-1.641316, Max:2.249205, Min:-1.760158
-1.117940,-1.685701, Max:2.249205, Min:-1.760158
-1.322009,-1.729479, Max:2.249205, Min:-1.760158
-1.472060,-1.772291, Max:2.249205, Min:-1.760158
-1.586099,-1.776141, Max:2.249205, Min:-1.760158
-1.658124,-1.775879, Max:2.249205, Min:-1.760158
-1.664126,-1.775036, Max:2.249205, Min:-1.760158
-1.670128,-1.774248, Max:2.249205, Min:-1.760158
-1.682132,-1.773639, Max:2.249205, Min:-1.760158
-1.718144,-1.773333, Max:2.249205, Min:-1.760158
-1.748154,-1.772910, Max:2.249205, Min:-1.760158
-1.760158,-1.772126, Max:2.249205, Min:-1.760158
-1.760158,-1.771157, Max:2.249205, Min:-1.760158
-1.760158,-1.770187, Max:2.249205, Min:-1.760158
-1.760158,-1.769217, Max:2.249205, Min:-1.760158
-1.760158,-1.768247, Max:2.249205, Min:-1.760158
-1.760158,-1.767277, Max:2.249205, Min:-1.760158
-1.760158,-1.766307, Max:2.249205, Min:-1.760158
-1.760158,-1.765337, Max:2.249205, Min:-1.760158
-1.760158,-1.764367, Max:2.249205, Min:-1.760158
-1.760158,-1.763337, Max:2.249205, Min:-1.760158
-1.712142,-1.760866, Max:2.249205, Min:-1.760158
-1.604105,-1.757780, Max:2.249205, Min:-1.760158
-1.490067,-1.754508, Max:2.249205, Min:-1.760158
-1.388032,-1.751535, Max:2.249205, Min:-1.760158
-1.291999,-1.748804, Max:2.249205, Min:-1.760158
-1.225977,-1.746436, Max:2.249205, Min:-1.760158
-1.165956,-1.744431, Max:2.249205, Min:-1.760158
-1.129944,-1.742851, Max:2.249205, Min:-1.760158
-1.099934,-1.741155, Max:2.249205, Min:-1.760158
-1.051918,-1.739097, Max:2.249205, Min:-1.760158
-0.967889,-1.735895, Max:2.249205, Min:-1.760158
-0.787828,-1.730641, Max:2.249205, Min:-1.760158
-0.463718,-1.722546, Max:2.249205, Min:-1.760158
-0.013565,-1.711962, Max:2.249205, Min:-1.760158
0.544625,-1.699432, Max:2.249205, Min:-1.760158
1.186844,-1.684841, Max:2.249205, Min:-1.760158
1.865074,-1.672091, Max:2.249205, Min:-1.760158
2.123162,-1.667102, Max:2.249205, Min:-1.760158
2.177180,-1.665191, Max:2.249205, Min:-1.760158
2.207190,-1.663792, Max:2.249205, Min:-1.760158
2.213192,-1.662758, Max:2.249205, Min:-1.760158
2.213192,-1.661787, Max:2.249205, Min:-1.760158
2.213192,-1.660757, Max:2.249205, Min:-1.760158
2.213192,-1.659846, Max:2.249205, Min:-1.760158
2.213192,-1.658877, Max:2.249205, Min:-1.760158
2.213192,-1.657907, Max:2.249205, Min:-1.760158
2.213192,-1.656937, Max:2.249205, Min:-1.760158
2.213192,-1.655967, Max:2.249205, Min:-1.760158
2.213192,-1.654937, Max:2.249205, Min:-1.760158
2.219194,-1.653966, Max:2.249205, Min:-1.760158
2.219194,-1.652996, Max:2.249205, Min:-1.760158
2.213192,-1.652386, Max:2.249205, Min:-1.760158
2.063141,-1.655741, Max:2.249205, Min:-1.760158
1.739031,-1.661237, Max:2.249205, Min:-1.760158
1.426925,-1.666393, Max:2.249205, Min:-1.760158
1.162835,-1.670586, Max:2.249205, Min:-1.760158
0.928756,-1.674109, Max:2.249205, Min:-1.760158
0.742692,-1.676785, Max:2.249205, Min:-1.760158
0.574635,-1.679153, Max:2.249205, Min:-1.760158
0.424584,-1.681097, Max:2.249205, Min:-1.760158
0.274533,-1.683217, Max:2.249205, Min:-1.760158
0.136486,-1.685099, Max:2.249205, Min:-1.760158
-0.019567,-1.687219, Max:2.249205, Min:-1.760158
-0.163616,-1.689341, Max:2.249205, Min:-1.760158
-0.325671,-1.691403, Max:2.249205, Min:-1.760158
-0.469720,-1.693464, Max:2.249205, Min:-1.760158
-0.607767,-1.695345, Max:2.249205, Min:-1.760158
-0.745814,-1.697345, Max:2.249205, Min:-1.760158
-0.943881,-1.700066, Max:2.249205, Min:-1.760158
-1.099934,-1.702374, Max:2.249205, Min:-1.760158
-1.279995,-1.705158, Max:2.249205, Min:-1.760158
-1.472060,-1.708126, Max:2.249205, Min:-1.760158
-1.658124,-1.710377, Max:2.249205, Min:-1.760158
-1.730148,-1.710519, Max:2.249205, Min:-1.760158
-1.754156,-1.709981, Max:2.249205, Min:-1.760158
-1.760158,-1.709075, Max:2.249205, Min:-1.760158
-1.760158,-1.708106, Max:2.249205, Min:-1.760158
-1.760158,-1.707136, Max:2.249205, Min:-1.760158
-1.760158,-1.706166, Max:2.249205, Min:-1.760158
-1.760158,-1.705196, Max:2.249205, Min:-1.760158
-1.760158,-1.704225, Max:2.249205, Min:-1.760158
-1.760158,-1.703255, Max:2.249205, Min:-1.760158
-1.760158,-1.702285, Max:2.249205, Min:-1.760158
-1.760158,-1.701315, Max:2.249205, Min:-1.760158
-1.760158,-1.700345, Max:2.249205, Min:-1.760158
-1.760158,-1.699375, Max:2.249205, Min:-1.760158
-1.760158,-1.698405, Max:2.249205, Min:-1.760158
-1.730148,-1.696415, Max:2.249205, Min:-1.760158
-1.640118,-1.693514, Max:2.249205, Min:-1.760158
-1.526079,-1.690184, Max:2.249205, Min:-1.760158
-1.400036,-1.686309, Max:2.249205, Min:-1.760158
-1.189965,-1.680869, Max:2.249205, Min:-1.760158
-0.907869,-1.673612, Max:2.249205, Min:-1.760158
-0.511734,-1.663936, Max:2.249205, Min:-1.760158
0.022448,-1.651235, Max:2.249205, Min:-1.760158
0.796711,-1.632922, Max:2.249205, Min:-1.760158
1.757037,-1.615573, Max:2.249205, Min:-1.760158
2.093152,-1.609397, Max:2.249205, Min:-1.760158
2.177180,-1.606755, Max:2.249205, Min:-1.760158
2.201188,-1.605708, Max:2.249205, Min:-1.760158
2.213192,-1.604557, Max:2.249205, Min:-1.760158
2.213192,-1.603585, Max:2.249205, Min:-1.760158
2.231198,-1.602435, Max:2.249205, Min:-1.760158
2.213192,-1.641377, Max:2.249205, Min:-1.760158
2.213192,-1.602993, Max:2.249205, Min:-1.760158
2.213192,-1.564076, Max:2.249205, Min:-1.760158
2.213192,-1.524674, Max:2.249205, Min:-1.760158
