You entered a buffer length of 100
0.042688,0.136888, Max:1.499729, Min:-1.173520
-0.029562,0.138523, Max:1.499729, Min:-1.173520
-0.053646,0.140768, Max:1.499729, Min:-1.173520
-0.053646,0.143680, Max:1.499729, Min:-1.173520
-0.107833,0.145335, Max:1.499729, Min:-1.173520
-0.125896,0.147940, Max:1.499729, Min:-1.173520
-0.156000,0.150074, Max:1.499729, Min:-1.173520
-0.180083,0.152262, Max:1.499729, Min:-1.173520
-0.222229,0.154271, Max:1.499729, Min:-1.173520
-0.240291,0.156820, Max:1.499729, Min:-1.173520
-0.246312,0.159434, Max:1.499729, Min:-1.173520
-0.258354,0.162050, Max:1.499729, Min:-1.173520
-0.258354,0.164845, Max:1.499729, Min:-1.173520
-0.258354,0.167703, Max:1.499729, Min:-1.173520
-0.252333,0.170622, Max:1.499729, Min:-1.173520
-0.252333,0.173420, Max:1.499729, Min:-1.173520
-0.240291,0.176459, Max:1.499729, Min:-1.173520
-0.216208,0.179740, Max:1.499729, Min:-1.173520
-0.204166,0.182904, Max:1.499729, Min:-1.173520
-0.174062,0.186247, Max:1.499729, Min:-1.173520
-0.143958,0.189652, Max:1.499729, Min:-1.173520
-0.125896,0.192697, Max:1.499729, Min:-1.173520
-0.125896,0.195557, Max:1.499729, Min:-1.173520
-0.107833,0.198837, Max:1.499729, Min:-1.173520
-0.071708,0.202542, Max:1.499729, Min:-1.173520
0.006563,0.206854, Max:1.499729, Min:-1.173520
0.072792,0.210991, Max:1.499729, Min:-1.173520
0.126979,0.214766, Max:1.499729, Min:-1.173520
0.163104,0.218356, Max:1.499729, Min:-1.173520
0.199229,0.221763, Max:1.499729, Min:-1.173520
0.223313,0.224928, Max:1.499729, Min:-1.173520
0.241375,0.227910, Max:1.499729, Min:-1.173520
0.229334,0.230589, Max:1.499729, Min:-1.173520
0.217292,0.233084, Max:1.499729, Min:-1.173520
0.193208,0.235518, Max:1.499729, Min:-1.173520
0.169125,0.237649, Max:1.499729, Min:-1.173520
0.139021,0.239778, Max:1.499729, Min:-1.173520
0.096875,0.241726, Max:1.499729, Min:-1.173520
0.042688,0.243732, Max:1.499729, Min:-1.173520
0.060750,0.247124, Max:1.499729, Min:-1.173520
0.133000,0.251613, Max:1.499729, Min:-1.173520
0.253417,0.256716, Max:1.499729, Min:-1.173520
0.391896,0.262487, Max:1.499729, Min:-1.173520
0.488229,0.266699, Max:1.499729, Min:-1.173520
0.488229,0.264393, Max:1.499729, Min:-1.173520
0.313625,0.263165, Max:1.499729, Min:-1.173520
0.205250,0.259240, Max:1.499729, Min:-1.173520
-0.053646,0.253480, Max:1.499729, Min:-1.173520
-0.288458,0.248125, Max:1.499729, Min:-1.173520
-0.511229,0.243917, Max:1.499729, Min:-1.173520
-0.595521,0.241888, Max:1.499729, Min:-1.173520
-0.601541,0.241747, Max:1.499729, Min:-1.173520
-0.505208,0.243492, Max:1.499729, Min:-1.173520
-0.354687,0.246038, Max:1.499729, Min:-1.173520
-0.210187,0.248110, Max:1.499729, Min:-1.173520
-0.131916,0.248793, Max:1.499729, Min:-1.173520
-0.125896,0.248017, Max:1.499729, Min:-1.173520
-0.174062,0.246625, Max:1.499729, Min:-1.173520
