You entered a buffer length of 100
-0.352508,-0.281662, Max:0.878464, Min:-0.424565
-0.328489,-0.280386, Max:0.878464, Min:-0.424565
-0.334494,-0.279532, Max:0.878464, Min:-0.424565
-0.328489,-0.278503, Max:0.878464, Min:-0.424565
-0.316480,-0.277352, Max:0.878464, Min:-0.424565
-0.304471,-0.276260, Max:0.878464, Min:-0.424565
-0.298466,-0.275228, Max:0.878464, Min:-0.424565
-0.292461,-0.274197, Max:0.878464, Min:-0.424565
-0.286456,-0.273106, Max:0.878464, Min:-0.424565
-0.268442,-0.271714, Max:0.878464, Min:-0.424565
-0.238418,-0.270198, Max:0.878464, Min:-0.424565
-0.196385,-0.268322, Max:0.878464, Min:-0.424565
-0.148347,-0.266502, Max:0.878464, Min:-0.424565
-0.112319,-0.264982, Max:0.878464, Min:-0.424565
-0.100309,-0.264066, Max:0.878464, Min:-0.424565
-0.136338,-0.263937, Max:0.878464, Min:-0.424565
-0.172366,-0.263756, Max:0.878464, Min:-0.424565
-0.190380,-0.262793, Max:0.878464, Min:-0.424565
-0.172366,-0.261703, Max:0.878464, Min:-0.424565
-0.172366,-0.261031, Max:0.878464, Min:-0.424565
-0.226409,-0.261445, Max:0.878464, Min:-0.424565
-0.316480,-0.262350, Max:0.878464, Min:-0.424565
-0.394542,-0.262839, Max:0.878464, Min:-0.424565
-0.430570,-0.262364, Max:0.878464, Min:-0.430570
-0.418561,-0.261278, Max:0.878464, Min:-0.430570
-0.394542,-0.259766, Max:0.878464, Min:-0.430570
-0.376527,-0.258610, Max:0.878464, Min:-0.430570
-0.370523,-0.257578, Max:0.878464, Min:-0.430570
-0.382532,-0.256727, Max:0.878464, Min:-0.430570
-0.364518,-0.255637, Max:0.878464, Min:-0.430570
-0.358513,-0.254485, Max:0.878464, Min:-0.430570
-0.334494,-0.253093, Max:0.878464, Min:-0.430570
-0.292461,-0.251277, Max:0.878464, Min:-0.430570
-0.256433,-0.249758, Max:0.878464, Min:-0.430570
-0.262437,-0.249202, Max:0.878464, Min:-0.430570
-0.292461,-0.248957, Max:0.878464, Min:-0.430570
-0.328489,-0.248594, Max:0.878464, Min:-0.430570
-0.346504,-0.248050, Max:0.878464, Min:-0.430570
-0.352508,-0.247264, Max:0.878464, Min:-0.430570
-0.352508,-0.246295, Max:0.878464, Min:-0.430570
-0.352508,-0.245505, Max:0.878464, Min:-0.430570
-0.352508,-0.244416, Max:0.878464, Min:-0.430570
-0.346504,-0.243445, Max:0.878464, Min:-0.430570
-0.340499,-0.242354, Max:0.878464, Min:-0.430570
-0.328489,-0.241202, Max:0.878464, Min:-0.430570
-0.322485,-0.240170, Max:0.878464, Min:-0.430570
-0.316480,-0.239139, Max:0.878464, Min:-0.430570
-0.304471,-0.237927, Max:0.878464, Min:-0.430570
-0.280452,-0.236474, Max:0.878464, Min:-0.430570
-0.244423,-0.234898, Max:0.878464, Min:-0.430570
-0.220404,-0.234642, Max:0.878464, Min:-0.430570
-0.220404,-0.234520, Max:0.878464, Min:-0.430570
-0.226409,-0.234639, Max:0.878464, Min:-0.430570
-0.214399,-0.234400, Max:0.878464, Min:-0.430570
-0.232414,-0.234637, Max:0.878464, Min:-0.430570
-0.244423,-0.234880, Max:0.878464, Min:-0.430570
-0.262437,-0.235063, Max:0.878464, Min:-0.430570
-0.268442,-0.235064, Max:0.878464, Min:-0.430570
-0.256433,-0.234764, Max:0.878464, Min:-0.430570
